Date,Location,Route Name,Grade,# RP Tries,Type,Wall angle,Hold Types,Length,Laps,Crux location,Continuity,Other Notes
2020.01.24,Desk Wall,Black,V4,90%,B,90,Slopers and crimps,12,1,Middle,Continuous,"Worked out all sequences, wide right foot, hips into wall and hand matching, did not string it all together. Using shitty shoes. "
2020.01.24,Desk Wall,Pink,V0x,1,B,90,Jugs,12,1,None,None,
2020.01.24,S Arch,Pink,V2x,1,B,110-180,Jugs,12,1,End,End,
2020.01.24,Inside Arch,Red,V0x,1,B,95,Jugs,12,1,None,None,
2020.01.24,SE Corner,Green,V2x,1,B,95-110,Slopers and Jugs,14,1,None,None,
2020.01.24,West Inside,Purple,V2x,1,B,95-110,Jugs,12,1,None,None,
2020.01.24,North Inside,Orange,V3x,1,B,100-130,Jugs,12,1,None,None,
2020.01.24,E Slab Wall,Red,V0,1,B,85,Jugs,12,1,None,None,
2020.01.24,E Slab Wall,Yellow,V3,1,B,85,Slopers,12,1,None,None,
2020.01.17,Downstairs NW wall,Red?,5.8x,1,TR,95,Jugs,45,1,End,None,Super pumped
2020.01.17,Downstairs SW Corner (Crack),Green,5.9x,3,TR,95,Jugs and slopers,45,1,None,None,"I was super pumped, kept coming off last couple of moves"
2020.01.17,Downstairs SE Corner,Orange,5.8,1,TR,90-100,Slopers and crimps,45,1,None,None,
2020.01.17,Downstairs NW wall,Green,5.10a,85%,TR,95-105,Jugs,45,1,End,Continuous,Easy but I was pumped
2020.01.17,Downstairs SW Corner (Crack),Blue,5.10b,85%,TR,95,Rails and crimps,45,1,End,Continuous,"Still hard, very pumpy"
2020.01.17,Downstairs SW,Black,5.8x,1,TR,95,Jugs ,45,1,None,None,
2020.01.12,Downstairs SE Corner,Orange,5.8x,1,TR,90-100,Slopers and crimps,45,1,None,None,
2020.01.12,Downstairs SE Corner,Purple,5.10x,2,TR,85,Crimps and rails,45,1,End,Continuous,"A couple of tricky moves, end was tricky and required a foot match"
2020.01.12,Downstairs SW Corner (Crack),Blue,5.10b,85%,TR,95,Rails and crimps,45,1,End,Continuous,"3-4 ""cruxes"" got super pumped for some reason"
2020.01.12,Upstairs little wall,Purple,5.8,1,TR,90,Rails and Jugs,25,1,None,None,
2020.01.01,NE Downstairs,Yellow,5.10bx,2,TR,85,Crimps,45,1,Upper middle,Continuous,"Much easier with my new shoes, top was hard because Jade had me tight and pulling in another direction"
2020.01.01,NW Downstairs,Black,5.9x,1,TR,95,"Rails, jugs, and crimps",45,1,Upper,Continuous,"Pretty easy, was pumped, just went for it"
2019.12.31,NW Downstairs,Black,5.9,1,TR,95,"Rails, jugs, and crimps",45,1,Upper,Continuous,"Pretty easy, was pumped, need to redo"
2019.12.31,NE Downstairs,Yellow,5.10,70%,TR,85,Crimps,45,1,Upper middle,Continuous,"Got through middle moved, right foot on high inside (close to body) chip after left foot on small chip above rest sloper"
2019.12.31,NW Downstairs,Tan,5.8x,1,TR,90-100,Jugs,45,1,End,Continuous,"Pumpy end moves, but pretty easy"
2019.12.31,SW Downstairs,Purple,5.8x,1,TR,95,Jugs,45,1,None,None,Dihedral
2019.12.31,SE Downstairs,Blue,5.8x,1,TR,80-110,Jugs,45,1,End,End,A little pumpy on the Mantle move but not bad
2019.12.29,Desk wall,Purple,V4,20%,B,90,Rails and slopers,12,1,Middle,Continuous,Tough middle
2019.12.29,W Inside,Yellow,V3x,1,B,90-110,Jugs,14,1,End,End,Flashed
2019.12.29,W Inside,Blue,V3,95%,B,100,Jugs,14,1,Middle,Middle,"Same as last time, remember to flag and bump hands"
2019.12.29,SE Inside (by arch),Purple,V3x,1,B,90-110,Jugs,14,1,Middle,Continous,"Little pumpy, but flash"
2019.12.29,SE Arch arete,Purple,V3x,1,B,90-110,Jugs and rails,16,1,End,Continous,"Wicked first and backwards finishing move, pumpy route"
2019.12.29,N Inside,Blue,V3x,5,B,90-100,"Jugs, rails, and slopers",12,1,End,End,"Weird ending moves, right hip on wall, and just threw for the lip"
2019.12.29,E Slab Wall,Yellow,V3,1,B,85,Slopers,12,1,None,None,
2019.12.29,E Slab Wall,Green,V3,1,B,85,Slopers and crimps,12,1,Beginning,Continous,Much easier
2019.12.29,E Slab Wall,Blue,V1,1,B,85,Jugs,12,1,None,None,
2019.12.29,E Slab Wall,Yellow,V4,75%,B,85,Slopers,12,1,Middle,Middle,"Left foot on chip, right foot on high chip, mantle left arm, reach with right, then bring left foot up to left hand"
2019.12.26,N Outside,Tan,V2x,1,B,90,Crimps and rails,14,1,End,End,A little weird
2019.12.26,E Slab Wall,Red,V4,50%,B,90,Slopers and crimps,14,1,Middle,Continuous,"Tough middle move, but it could go"
2019.12.26,N Outside,Black,V2,1,B,90,Jugs,14,1,None,None,
2019.12.26,E Slab Wall,Blue,V1,1,B,85,Jugs,12,1,None,None,
2019.12.26,NW Corner,Yellow,V3x,1,B,90,Slopers and jugs,14,1,None,None,Fun
2019.12.26,NE Downstairs,Yellow,5.10,70%,TR,85,Crimps,45,1,Upper middle,Continuous,A couple of crimpy moves that I think I can get through toward the upper middle
2019.12.26,East Upstairs,Green,5.6,1,TR,95,Jugs,30,1,easy,easy,
2019.12.26,Downstairs North,Tan,5.6,1,TR,80,Jugs,45,1,None,None,Climbed up and down this 15+ times with no resy for 45 minutes
2019.12.26,Downstairs North,Blue,5.7,1,TR,85-95,Jugs,45,1,None,None,Easy
2019.12.26,Upstairs little wall,Purple,5.8,1,TR,90,Jugs abd rails,25,1,None,None,Pumped
2019.12.26,Upper East Wall,Yellow,5.9x,1,TR,95,Jugs and slopers,30,1,End,End,"Lead belay test, a little pumpy up top"
2019.12.16,N Inside,Blue,V3,90%,B,90-100,"Jugs, rails, and slopers",12,1,End,End,Weird ending moves
2019.12.16,Arch,Green,V3,85%,B,100-180,Jugs,16,1,End,Continuous,"Need to take the rest in the middle, did well with feet, punchy on grip"
2019.12.16,SW Inside,Tan,V3,25%,B,95,Crimps and jugs,14,1,Beginning,Beginning,Terrible weird beginning
2019.12.16,W Inside,Blue,V3,95%,B,100,Jugs,14,1,Middle,Middle,"Did all moves but not together, weird beginning, my feet were always wrong, bump holds for left and right"
2019.12.16,W Inside,Tan,V4,20%,B,95,Slopers,14,1,Middle,Middle,Weird middle move
2019.12.16,SE Arete,Black,V0,1,B,90,Rails,12,1,None,None,
2019.12.16,E Slab Wall,Blue,V1,1,B,85,Slopers and crimps,12,1,None,None,
2019.12.16,E Slab Wall,Red,V1,1,B,85,Jugs,12,1,None,None,
2019.12.16,N Outside,Green,V3x,1,B,90,Slopers,12,1,Beginning,Continous,
2019.12.16,N Outside,Red,V1,1,B,90,Jugs,14,1,None,None,
2019.12.16,N Outside,Black,V2,1,B,90,Jugs,14,1,None,None,
2019.12.11,N Outside,Blue,V2x,1,B,90,Jugs and crimps,14,1,Beginning,Continous,
2019.12.11,E Slab Wall,Blue,V2x,1,B,85,Jugs,12,1,None,None,
2019.12.11,E Slab Wall,Red,V1x,1,B,85,Jugs,12,1,None,None,
2019.12.11,E Slab Wall,Red,V0x,1,B,85,Jugs,12,1,None,None,
2019.12.11,E Slab Wall,Yellow,V3x,1,B,85,Slopers,12,1,None,None,
2019.12.11,E Slab Wall,Green,V3x,4,B,85,Slopers and crimps,12,1,Beginning,Continous,"Weird beginning, weird end"
2019.12.11,E Slab Wall,Tan,V3x,1,B,85,Slopers and crimps,12,1,End,End,
2019.12.11,E Slab Wall,Yellow,V4,75%,B,85,Slopers,12,1,Middle,Middle,Tough middle to last move
2019.12.11,E Slab Wall,Blue,V1x,1,B,85,Slopers and crimps,12,1,None,None,
2019.12.11,SE Arete,Black,V0x,1,B,90,Rails,12,1,None,None,
2019.12.11,SE Arete,Blue,V4,35%,B,90-110,Slopers and crimps,12,1,Middle,Continous,"A little tough, need to get footwork down"
2019.12.11,Arch,Blue,V4x,4,B,90-180,Jugs,14,1,End,End,"Did a weird right ankle lock, drop left leg and went for it. Want to do it with full rotation too"
2019.12.04,E central downstairs,Blue,5.9,90%,TR,95,Jugs and rails,45,1,End,Continous,"Gassed, had poor form, need to do this one again"
2019.12.04,S downstairs by crack,Green,5.9x,1,TR,92,Jugs,45,1,None,None,Fun and easy
2019.12.04,N Outside,Black,V2,1,B,90,Jugs,14,1,None,None,
2019.12.04,SE Inside (by arch),Purple,V2x,1,B,95,Slopers and crimps,14,1,Beginning,Continous,Fun warm-up
2019.12.04,Arch,Blue,V4,95%,B,110-180,Jugs,12,1,End,End,"Could not stick finishing move, only tried once. "
2019.12.04,N Outside,Red,V1,1,B,90,Jugs,14,1,None,None,
2019.12.04,N Outside,Purple,V6x,6,B,90,Slopers and rails,14,1,End,End,"Trick is finishing move that is balanced between static and dynamic. Start somewhat dynamic but controlled, move up toward statis grab"
2019.11.27,NE Inside,Red,V2x,1,B,90-100,Jugs,14,1,None,None,
2019.11.27,SE Inside (by arch),Red,V1x,1,B,95,Jugs,14,1,Beginning,Continous,
2019.11.27,SE Inside (by arch),Blue,V2x,1,B,95,Slopers and crimps,14,1,Beginning,Continous,
2019.11.27,N Outside,Red,V1x,1,B,90,Jugs,14,1,None,None,
2019.11.27,N Outside,Black,V2x,1,B,90,Jugs,14,1,None,None,
2019.11.27,SE Inside (by arch),Green,V3x,1,B,95,Rails and crimps,14,1,Beginning,Continous,I did this very sloppy
2019.11.27,N Outside,Purple,V6,95%,B,90,Slopers and rails,14,1,End,End,"Was able to work out start pretty well, get right foot off wall on rail. maybe move right foot up once left foot set"
2019.11.27,N Outside,Blue,V3,1,B,90,Jugs,14,1,None,Continous,"Did this in my hiking boots, easy route"
2019.11.27,Arch,Green,V3,85%,B,100-180,Jugs,16,1,End,Continuous,"Need to take the rest in the middle, did well with feet, punchy on grip"
2019.11.27,South Wall,Green,V4x,5,B,125,Jugs,14,1,Middle,Middle,Move to big double sided hold in upper middle punchy
2019.11.27,NE Arete,Green #4,V3,1,B,90,"Jugs, crimps and rails",14,1,End,Continous,"A little tricky, required some footwork"
2019.11.27,E Slab,Yellow,V0,1,B,85,Jugs,12,1,None,None,
2019.11.27,E Slab,Tan,V2,1,B,85,Slopers and huecos,12,1,None,None,
2019.11.27,SE Arete,Yellow,V2,1,B,90,Rails and jug,12,1,None,None,
2019.11.27,E Slab,Purple,V2,1,B,85,Slopers,12,1,None,None,
2019.11.27,E Slab,Red,V3,1,B,85,Crimps,12,1,None,None,
2019.11.27,E Slab,Black,V3,1,B,85,Rails and sloper,12,1,End,End,
2019.11.27,E Slab,Green,V4,80%,B,85,Crimps and slopers,12,1,Middle,Middle,"Tough move to a left facing rail, could not figure out sequence"
2019.11.27,E Slab,Tan,V2,1,B,85,Slopers and huecos,12,1,None,None,
2019.11.22,SE Arete,Blue,V3x,1,B,95,Rails and Sloper,12,1,End,End,"Finished, but slow movement and close on that sloper rail"
2019.11.22,Desk wall,Tan,V3x,4,B,90-130,Jugs and rails,12,1,End,End,"Took a while, had to get left hand high for heel hook to work"
2019.11.22,N Inside,Purple,V4x,3,B,90-100,Jugs and rails,12,1,Beginning,Continuous,"Tall running dyno move to start, requires a wide right foot and hand match to finish"
2019.11.22,W Inside,Black,V4x,4,B,90-110,Crimps and small jugs,14,1,End,End,"Fund route, inside step heel hook helps, big reachy moves to finish"
2019.11.22,E Slab,Tan,V2,1,B,85,Slopers and huecos,12,1,None,None,
2019.11.22,SE Arete,Yellow,V2,1,B,90,Rails and jug,12,1,None,None,
2019.11.22,SE Arete,Tan,V3x,1,B,90,Jug and slopers,14,1,None,None,Another heel hook route bump right hand and high left step and shift to throw left hand at hueco
2019.11.22,SE Arch,Red,V3x,1,B,100,Jugs,12,1,Beginning,Beginning,"A little weak, horrible form, but powered through, used a hand match somewhere"
2019.11.22,E Slab,Green,V4,80%,B,85,Crimps and slopers,12,1,Middle,Middle,"Tough move to a left facing rail, could not figure out sequence"
2019.11.22,SE Arch,Black,V4,50%,B,90-100,Crimps,14,1,End,End,"High left foor mantle start, reach left to rail and get right foot up. Go from there. Squishy"
2019.11.22,N Inside,Green,V3,30%,B,90-110,Rails and crimps,12,1,Beginning,Beginning,Weird beginning sequence ... revisit
2019.11.22,W Inside,Red,V4,10%,B,90-110,"Slopers, jugs, rails",14,1,?,?,"Looked at this a little, tough start"
2019.11.20,NE Downstairs,Yellow,5.10,70%,TR,85,Crimps,45,1,Upper middle,Continuous,A couple of crimpy moves that I think I can get through toward the upper middle
2019.11.20,N Downstairs,Yellow,5.9x,1,TR,85-95,Rails and slopers,45,1,Upper,Continuous,"Weird climb, no rythym, no rest, and I just got gassed"
2019.11.20,S Downstairs overhang,Black,5.9x,1,TR,90-120,Jugs and crimps,50,1,Upper,Upper,"Easy climb, though a little pumpy. End of day climb. "
2019.11.20,Desk wall,Purple,V4,20%,B,90,Rails and slopers,12,1,Middle,Continuous,
2019.11.08,Desk wall,Tan,V3,99%,B,90-130,Jugs and rails,12,1,End,End,"Heelhook move which I stuck once, never pieced it all together"
2019.11.08,Desk wall,Red,V1x,1,B,90,Crimps and slopers,12,1,End,End,Easy
2019.11.08,South Wall,Green,V4,80%,B,125,Jugs,14,1,Middle,Middle,Move to big double sided hold in upper middle punchy
2019.11.08,SE Arete,Blue,V3,90%,B,95,Rails and Sloper,12,1,End,End,Tough stupid squishy sloper move toward end
2019.11.08,SE Arete,Yellow,V2x,1,B,90,Rails and jug,12,1,None,None,
2019.11.08,E Slab,Purple,V2x,1,B,85,Slopers,12,1,None,None,
2019.11.08,E Slab,Tan,V1x,1,B,85,Jugs,12,1,None,None,
2019.11.08,E Slab,Green,V4,80%,B,85,Crimps and slopers,12,1,Middle,Middle,"Tough move to a left facing rail, could not figure out sequence"
2019.11.08,E Slab,Tan,V2x,1,B,85,Slopers and huecos,12,1,None,None,
2019.11.08,E Slab,Red,V3x,1,B,85,Rails and slopers,12,1,None,None,
2019.11.08,E Slab,Yellow,V0x,1,B,85,Jugs,12,1,None,None,
2019.11.08,E Slab,Black,V3x,1,B,85,Rails and sloper,12,1,End,End,
2019.11.08,NE Arete,Green #4,V3,1,B,90,"Jugs, crimps and rails",14,1,End,Continous,"A little tricky, required some footwork"
2019.11.08,N Outside,Blue,V3,1,B,90,Jugs,14,1,None,Continous,"Did this in my hiking boots, easy route"
2019.11.08,N Outside,Yellow,V3,2,B,90,Jugs and slopers,14,1,End,End,"Pretty easy, needed to be better with feet"
2019.11.08,N Outside,Red,V2x,1,B,90,Crimps and jugs,12,1,None,None,
2019.11.08,N Outside,Black,V2x,1,B,90,Crimps and jugs,12,1,None,None,
2019.11.05,N downstairs,Yellow,5.10a,95%,TR,90-110,"Jugs,rails, edges",45,1,Upper,Upper,"Big throw to telephone hold was the hardest part, I did this at the end of the day so a little tired"
2019.11.05,N Central Downstairs,Purple,5.8x,1,TR,90-120,Jugs,50,1,Upper Middle,Continous,"Little long, but not too bad, not great form"
2019.11.05,S Downstairs,Red,5.10ax,1,TR,90-130,Jugs,50,1,Middle,Middle,"Crux on the mantle, fucking drop knee did it"
2019.10.30,South Downstairs,Yellow,5.8x,1,TR,95,Jugs,50,1,End,Continous,A little weak from yesterday
2019.10.30,South Downstairs,Orange,5.7x,1,TR,950,Jugs,45,1,Middle,Middle,"Easy, foot matching required in middle"
2019.10.30,N downstairs,Purple,5.11,35%,TR,80,"Crimps, slopers, and rails",45,1,Early,Continous,"Tricky early moves, apparently tricky at end too"
2019.10.29,N Outside,Yellow,V4x,2,B,90,Jugs and slopers,14,1,End,End,"Pretty easy, needed to be better with feet"
2019.10.29,N Outside,Blue,V3x,1,B,90,Jugs,14,1,None,Continous,"Did this in my hiking boots, easy route"
2019.10.29,Downstairs North,Purple,5.10bx,1,TR,80,"Slopers, crimps",30,1,Upper,Upper,"Can finish this, was gassed"
2019.10.29,S Downstairs,Red,5.10a,99%,TR,90-130,Jugs,50,1,Middle,Middle,Crux on the mantle
2019.10.29,West Downstairs,Red,5.6,1,TR,90,Jugs,45,1,None,None,Went up and down this 3 times for arcing
2019.10.29,Downstairs North,Tan,5.10ax,1,TR,80,"Crimps, slopers, and rails",45,1,Middle,Middle,"Lots of rest time, some akward moves"
2019.10.21,N Outside,Red #1,V0x,1,B,90,Jugs,14,1,None,Continous,
2019.10.21,W Outside,Red #2,V1x,1,B,90,Jugs and rails,14,1,None,Continous,
2019.10.21,E Inside,Red #3,V2x,1,B,90-115,Jugs,14,1,End,End,
2019.10.21,NE Arete,Green #4,V3x,1,B,90,"Jugs, crimps and rails",14,1,End,Continous,"A little tricky, required some footwork"
2019.10.21,N Outside,Yellow #5,V4x,1,B,90,"Slopers, rails, and jugs",14,1,Beginning,Continous,"A little trick, could possibly be V3+"
2019.10.21,E Slab,Red #6,V3x,1,B,85,Crimps and slopers,14,1,End,Continous,Easy
2019.10.21,S Inside,Green #7,V3 ,80%,B,120,Jugs,16,1,Middle,MIddle,"Ran out of gas, big left throw in the upper middle, could easily send though"
2019.10.21,S Arch,Red #8,V3x,1,B,115-180,Jugs,14,1,End,End,"Fun, overhung, a little desperate but not too hard"
2019.10.21,W Outside,Purple #4,V4x,8,B,90,"Jugs, rails, and slopers",14,1,End,Continous,"Tricky start, threw left foot out and stuck it low then left hand to far left sloper area, mantle press with right and left hand reach. Last move a bitch. "
2019.10.21,E Outside,Black #10,V5,10%,B,80,Slopers and crimps,14,1,Beginning,Beginning,Stupid hard first move
2019.10.21,E Outside,Red #11,V5,25%,B,80,Slopers and rails,14,1,Middle,Continous,"Doable, but continuously hard. Volume is on"
2019.10.21,Downstairs East,Black  ,5.7x,1,TR,95,Jugs,45,1,Upper,Continous,"Easy, but gassed"
2019.10.21,Downstairs North,Purple,5.10b,90%,TR,80,"Slopers, crimps",30,1,Upper,Upper,"Can finish this, was gassed"
2019.10.21,Downstairs North,Blue,5.7x,1,TR,85-95,Jugs,45,1,None,None,Easy
2019.10.21,Downstairs North,Blue,5.7x,1,TR,80,Jugs,45,1,Middle,Middle,"Easy, had a couple of foot matching moves. "
2019.10.21,Downstairs North,Tan,5.6x,1,TR,80,Jugs,45,1,None,None,Easy
2019.10.21,Downstairs East,Red,5.9,70%,TR,90,Slopers and jugs,45,1,2/3,None,"Easy route, though I was getting pumped and just jumped off because I wanted to climb a lot more. "
2019.10.21,Downstairs East,Tan,5.6x,1,TR,90,Jugs,45,1,None,None,Easy
2019.10.18,Downstairs NE Arete,Blue,5.10ax,1,TR,90,Rails/Crimps/Slopers,45,1,Middle,Continuous,"Dihedral climb, felt go, a little cruxy at end and upper middle, but not too bad"
2019.10.18,Downstairs NE Arete,Black,5.10ax,2,TR,80,Rails/Crimps/Slopers,45,1,End,End,Tricky section at the end
2019.10.18,West Downstairs,Red,5.6x,1,TR,90,Jugs,45,1,None,None,Went up and down this 3 times for arcing
2019.10.18,NE Downstairs,Green,5.8x,1,TR,80,Jugs and Rails,45,1,Middle,Middle,"Upper middle part was tricky for some reason, feet all backwards"
2019.10.18,E Downstairs,Blue,5.8x,1,TR,90,Jugs and slopers,45,1,None,None,Do not remember much
2019.10.18,E Downstairs,Green,5.7x,1,TR,90,Jugs,45,1,None,None,Do not remember much
2019.10.18,S Downstairs,Red,5.10a,99%,TR,90-130,Jugs,50,1,Middle,Middle,Crux on the mantle
2019.10.01,E Slab,Blue #1,V1x,1,B,80,Slopers,12,1,None,None,Nice and slow
2019.10.01,N Outside,Purple #2,V1x,1,B,90,"Jugs, pinches and slopers",12,1,None,None,
2019.10.01,N Outside Dihedral,Green #3,V3x,2,B,90,Slopers,12,1,Early,,"Weird starting sequence, pulled me off first try, a wide foot to a foot reset worked easily"
2019.10.01,E Slab,Black #4,V2x,1,B,80,Rails,14,1,None,,Traverse up and to the right
2019.10.01,W Inside,Green #5,V3x,1,B,90-120,Jugs ,12,1,End,End,"Getting over the lip was a little hard, though I was gassed"
2019.10.01,South Arete,Green #6,V2x,1,B,90-100,Jugs,12,1,None,None,
2019.10.01,S Inside,Blue #7,V3,50%,B,110,Jugs,14,1,Middle,Middle,Too gassed for side-pull
2019.10.01,S Inside Arch,Red #8,V3x,1,B,110,Jugs,14,1,End,End,I just dyno'd to the lip
2019.10.01,S Arete,Blue #10,V4x,1,B,90,Crimps,12,1,End,End,"I did this rather easy, while gassed, though I used my length to finish. "
2019.09.01,N Outside,Blue,V4x,5,B,90,Slopers and a rail,12,1,Middle,Continuos,"Fun, took some not obvious move in the middle to match hands and send"
2019.09.01,E Slab,Green,V4x,4,B,80,Crimps,12,1,End,Continuos,Took a couple of tried with high feet to work out last few moves
2019.09.01,N Outside,Yellow,V5,40%,B,90,Slopes,12,1,Beginning,Continuos,"Tough beginning, I kicked left foot out on wall. Can use volumes. Jade had beginning nailed. Touch finish ... project."
2019.09.01,N Outside,Green,V3x,1,B,90,"Jugs, sloper, and rail",12,1,Middle,Middle,A little weird in the middle for a V3
2019.09.01,N Outside,Tan,V2x,1,B,90,Huecos,12,1,None,None,
2019.09.01,N Outside,Tan,V3x,1,B,90,Crimps,12,1,MIddle,Middle,Weird moves #3-4
2019.09.01,N Outside,Blue,V1x,1,B,90,Rail and slopers,12,1,None,None,
2019.09.01,E Slab,Black,V5,50%,B,80,Slopers and crimps,12,1,End,End,"Hard last few moves, thing I need a drop-knee?"
2019.09.01,SE Arete,Green,V4,40%,B,90-130,Crimps and slopers,14,1,Middle,Middle,"I was gassed, but I can send this, need good feet, middle pumpy"
2019.09.01,NE Inside,Purple,V1x,1,B,90-100,Jugs and horn,14,1,None,None,Super Dyno
2019.09.01,E Arch,Yellow,V2x,1,B,95-120,Jugs,14,1,None,None,
2019.09.01,E Arch,Tan,V3x,1,B,95-130,Jugs,14,1,None,None,
2019.09.01,W Outside,Blue,V5,20%,B,90,Slopers,12,1,Start,Start,"Tough start, tough route, comp"
2019.09.01,W arch,Red,V2,1,B,120-180,Jugs,12,1,None,None,
2019.09.01,S Inside,Yellow,V2x,1,B,90-120,Jugs,14,1,None,None,
2019.09.01,S Inside,Black,V2x,1,B,90-120,Jugs and Huecos,14,1,None,None,Dyno fun
2019.08.20,East Slab,Red,V4x,7,B,80,Slopers,12,1,End,Continuos,"Hard little move to get left foot up, felt like I was going to fall, took many attempts"
2019.08.20,Arch,Red,V2x,3,B,120-180,Jugs,12,1,None,None,Was messing around with Dynos
2019.08.20,W outside,Black,V3x,2,B,90,Crimps and huecos,12,1,Middle,Continuos,Tricky for a 3
2019.08.20,SE Arch,Red,V3x,1,B,110-140,Jugs,14,1,Middle,Continuos,"Pumpy but not too bad, cald cramp"
2019.08.20,SE Arch,Black,V1x,1,B,110-140,Jugs,12,1,None,None,Fun
2019.08.20,W outside,Tan,V0x,1,B,90,Jugs,10,1,None,None,
2019.08.20,W outside,Purple,V4,20%,B,90,Rails,12,1,Beginning,Continuos,"Tricky start, feet matching"
2019.08.20,SE Arch,Tan,V5,30%,B,110-140,Crimps and jugs,14,1,End,End,"Tricky end, can knee bar"
2019.08.20,East Slab,Yellow,V3x,1,B,80,Slopers and huecos,12,1,End,End,Weird finish
2019.08.20,East Slab,Black,V5,65%,B,80,Slopers and crimps,12,1,End,End,Tricky end sequences
2019.08.20,East Slab,Purple,V3x,1,B,80,Slopers and crimps,12,1,End,End,
2019.08.20,East Slab,Tan,V2x,1,B,80,Jugs,12,1,None,None,
2019.08.20,East Slab,Yellow,V0x,1,B,80,Jugs,12,1,None,None,Up and Down
2019.08.20,N outside,Green,V3x,1,B,90,Volumes and slopers,12,1,None,None,"Fun, dihedral climb, my style"
2019.08.20,N outside,Tan,V6,60%,B,90,Crimps and finishing jug,12,1,Beginning,Continuos,"Beginning and end are tough, if I can stick beginning, I think I might be able to go for it for final move, fun"
2019.08.20,East Slab,Red,V1x,1,B,80,Crimps and jugs,12,1,None,None,Up and Down
2019.08.20,SE Arete,Yellow,V2x,1,B,80,Slopers and jugs,12,1,None,None,Approach shoes
2019.08.20,SE Arch,Blue,V4,25%,B,110-140 ,Crimps and jugs,14,1,Beginning,Continuos,"Seemed hard, overhung, bug moves, but I was pumped"
2019.08.06,Upstairs little wall,Blue,5.10ax,2,TR,90,Slopers and rails,25,1,End,Continuos,
2019.08.06,Upstairs little wall,Purple,5.8x,1,TR,90,Jugs abd rails,25,1,None,None,Pumped
2019.08.06,Downstairs South Crack Area,Red,5.10b,70%,TR,90,Slopers and crimps,45,1,End,End,"Weird move in middle using Arete, was able to get through"
2019.07.19,N inside,Yellow,V2x,1,B,90-110,Jugs,12,1,None,Continuous,
2019.07.19,W Inside,Blue,V4,25%,B,90-130,Jugs and rails,12,1,None,Continuous,"Looked easy, but weird early moves"
2019.07.19,SE Arete,Black,V4,20%,B,95,"Rails, crimps and slopers",12,1,Middle,Middle,Tricky
2019.07.19,SE Arete,Purple,V4x,3,B,95,Rails and slopers,12,1,Middle,Middle,"Had to play with footing, crimpy"
2019.07.19,SE Arete,Red,V3,1,B,85,Slopers,12,1,End,End,"Pretty easy, little weird on the finish"
2019.07.19,East slab,Black,V3,1,B,85,Crimps,12,1,Middle,Continuous,This one was a little weird but flashed
2019.07.19,East slab,Black,V3,1,B,85,Rails,12,1,None,None,Pretty easy
2019.07.19,W Inside,Purple,V3x,1,B,90-130,Jugs and rails,12,1,None,Continuous,
2019.07.19,SE Arch,Black,V3,20%,B,90-130,Jugs and rails,16,1,None,Continuous,"Tired, weird start"
2019.07.19,SE Arch,Red,V3x,1,B,90-130,Jugs,15,1,None,Continuous,
2019.07.19,SE Arch,Tan,V1x,1,B,95,Jugs and rails,12,1,None,Continuous,
2019.07.19,East slab,Green,V5x,3,B,85,Slopers and crimps,12,1,End,End,"Running start, need to trust feet at end and go for crimp, should get this one, Brought my right lower foot up this time."
2019.07.19,Arch,Purple,V3x,1,B,110-180,Jugs,12,1,End,End,"Easy, though a little weird at end"
2019.07.19,North Outside,Purple,V4,30%,B,90,"Crimps, rail, and Hueco",12,1,Middle,Middle,"Not super commited, playing around with Jon. Interesting problem, could get to rail"
2019.07.12,NE Arete,Blue,V1x,1,B,90,Jugs,12,1,None,Continuous,Climbed this up and down to cool down
2019.07.12,East slab,Tan,V5,40%,B,85,Crimps,12,1,Middle,Middle,"Worked this with Jon, tricky middle/end"
2019.07.12,East slab,Red,V2x,1,B,85,Jugs,12,1,None,Continuous,Easy
2019.07.12,East slab,Green,V5,95%,B,85,Slopers and crimps,12,1,End,End,"Getting so close on this, high left foot with left hip into wall, getting to rail/crimp but not landing it. "
2019.07.12,East slab,Yellow,V4x,8,B,85,Pockets and crimp,13,1,End,End,"Took me a while to nail down final move to last pocket. Required a hand match, then a reset, then move foot to left hand. "
2019.07.12,East slab,Green,V4x,1,B,85,Slopers and crimps,16,1,Middle,Continuous,"Really easy, great feet, traverse and up"
2019.07.12,North Outside,Blue,V5,10%,B,90,Slopers,12,1,Early,Early,Interesting start
2019.07.12,North Outside,Yellow,V4,20%,B,90,Slopers and crimps,12,1,Early,Early,Hard start
2019.07.12,North Outside,Purple,V4,30%,B,90,"Crimps, rail, and Hueco",12,1,Middle,Middle,"Not super commited, playing around with Jon. Interesting problem, could get to rail"
2019.07.12,North Outside,Blue,V3x,2,B,90,Jugs and underclings,12,1,Early,Early,"A little weird early, foot slipped off hold pretty hard, which was sloped downward"
2019.07.12,SW Arete,Blue,V2x,1,B,100-110,Jugs,14,1,None,None,"Juggy and easy V2, overhanging"
2019.07.12,S arch,Blue,V3,90%,B,100-130,Jugs,18,1,End,End,"Fairly easy, though pumpy, I bailed at end of route because I had other things I wanted to work on"
2019.07.12,W outside,Tan,V4x,1,B,90-130,Rails and crimps,12,1,Middle,Continuous,"Finished this, used left hand on 2 to last hold as bump then went to last hold. High feet with heel hook."
2019.07.12,North inside,Blue,V2x,1,B,90-110,Jugs and slopers,12,1,Middle,Continuous,"Pretty easy, slippery holds at end"
